date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
2018-10-16,125487,47231,30516,3851,47740,43889,3734,10370,29785,1098860151,130076,69230,60846,68857,25893,5949,24279,7667,25506,2681,3990,7943
2018-10-17,103545,50238,29859,5197,23448,18251,2048,3218,12985,1098873136,127513,51690,75823,74711,33610,7451,16932,14134,37597,1881,5983,8000
2018-10-18,56784,22674,18282,3190,15828,12638,566,2389,9683,1098882819,57081,31434,25647,28314,13204,2835,9591,5573,13730,2719,3769,7786
2018-10-19,77749,39518,27252,2882,10979,8097,655,1588,5854,1098888673,112540,72189,40351,61999,19363,5460,18848,9908,19338,3112,5919,7692
2018-10-20,61652,25026,24303,1980,12323,10343,864,2353,7126,1098895799,78371,45141,33230,45540,16782,1615,9876,3870,15192,2137,4428,7832
2018-10-21,100299,35311,20143,4703,44845,40142,2951,6839,30352,1098926151,152543,65485,87058,79564,34903,3230,16418,9891,29810,2449,4552,7909
2018-10-22,78444,27756,24073,2511,26615,24104,527,4300,19277,1098945428,121189,73800,47389,54436,23393,3020,20875,8273,17094,1877,3368,7840
2018-10-23,112608,46139,34450,3154,32019,28865,786,7037,21042,1098966470,179462,73428,106034,79735,59311,3670,22110,13071,46585,1890,4024,8005
2018-10-24,95051,42127,42483,4807,10441,5634,692,960,3982,1098970452,151702,91478,60224,65636,29871,5078,25749,7100,43630,3490,7264,7732
2018-10-25,67944,33989,41160,1758,-7205,-8963,938,0,-9901,1098960551,89023,45819,43204,36556,24382,3456,19237,8773,23153,3496,9528,7917
2018-10-26,58539,29954,15362,3382,13223,9841,1137,1627,7077,1098967628,58748,34541,24207,34541,10287,1742,16211,5719,15202,1662,1956,7866
2018-10-27,63485,25781,19690,2894,18014,15120,729,3680,10711,1098978339,70470,29382,41088,39190,22042,3612,13006,4353,28215,2610,2713,7873
2018-10-28,125356,56907,25221,6329,43228,36899,1691,7182,28026,1099006365,156563,92141,64422,82947,37879,8505,22480,10083,30744,3542,2756,8118
2018-10-29,97843,42459,27098,5377,28286,22909,989,4873,17047,1099023412,97118,39104,58014,44350,28238,2387,28536,8171,23040,1600,5514,7877
2018-10-30,105708,41456,20389,4223,43863,39640,1967,7891,29782,1099053194,159669,87202,72467,78816,36722,2409,30296,9625,46472,1834,3226,7787
2018-10-31,85067,32477,23119,3077,29471,26394,1445,5738,19211,1099072405,134045,70126,63919,75357,38101,3969,14647,5262,37321,2937,5567,7926
2018-11-01,151880,55154,31411,6895,65315,58420,2375,13306,42739,1099115144,225170,143170,82000,130596,38812,4310,40486,14806,55753,2007,5765,7666
2018-11-02,73255,39997,19211,1707,14047,12340,1555,1945,8840,1099123984,95246,38675,56571,48689,27471,2211,18964,11128,27826,1424,2583,8003
2018-11-03,99589,41666,44391,2074,13532,11458,1117,2579,7762,1099131746,104738,48041,56697,44073,24169,5145,20439,8295,27338,2360,8590,7826
2018-11-04,314413,129230,24559,8804,160624,151820,8628,33601,109591,1099241337,335376,134721,200655,140401,108450,15293,68943,24366,78905,1763,3357,7818
2018-11-05,145373,66366,23096,5633,55911,50278,2656,11467,36155,1099277492,159199,93864,65335,93278,31319,5064,26473,16956,23617,2576,4611,7713
2018-11-06,114113,43735,55897,3849,14481,10632,2201,2130,6301,1099283793,163822,70286,93536,72587,42047,2389,33438,11509,29758,3006,5732,7600
2018-11-07,75704,31612,23712,2646,20380,17734,1038,4119,12577,1099296370,94781,48269,46512,51230,25679,3084,16919,5678,32912,2911,4823,7937
2018-11-08,86816,43356,36656,3040,6804,3764,969,764,2031,1099298401,103868,53782,50086,46908,20441,3811,19455,11566,40067,4023,4803,7854
2018-11-09,62678,26819,23820,1756,12039,10283,1279,1811,7193,1099305594,58499,39173,19326,31528,9296,3728,13786,6574,13014,1892,4561,7973
2018-11-10,107060,42568,30606,2458,33886,31428,583,7512,23333,1099328927,112736,55764,56972,49605,26008,2717,17340,12092,22653,3881,7596,7686
2018-11-11,66720,27608,20849,1689,18263,16574,1877,3593,11104,1099340031,63478,40538,22940,27997,12702,3110,12872,5677,7629,2648,4172,7834
2018-11-12,122761,43755,27215,3685,51791,48106,1167,12152,34787,1099374818,133349,64296,69053,58499,28061,5361,30794,10571,43021,2929,3162,7643
2018-11-13,89912,47548,31728,2355,10636,8281,568,1893,5820,1099380638,137837,77611,60226,80432,25973,4452,16986,11567,28123,4438,7587,8008
2018-11-14,122148,65008,24395,4709,32745,28036,1009,5438,21589,1099402227,168271,87683,80588,78261,34606,4318,25645,18882,60974,3501,5782,8227
2018-11-15,29402,11852,34289,1039,-16739,-17778,330,0,-18108,1099384119,45051,30505,14546,21301,7350,883,8652,3247,7931,2711,4952,7658
2018-11-16,96603,39491,28791,2600,28321,25721,2148,4750,18823,1099402942,98973,66894,32079,47970,17231,4407,26444,11192,15692,3162,7063,7811
2018-11-17,57086,20106,34422,2204,2558,354,447,0,-93,1099402849,60074,32803,27271,32522,14818,2379,15991,5857,15924,3149,5922,7674
2018-11-18,71939,25903,36686,4030,9350,5320,1288,968,3064,1099405913,97283,43575,53708,45575,25681,1633,17791,7181,25617,1950,4182,7712
2018-11-19,77512,38465,22828,2070,16219,14149,1484,3257,9408,1099415321,96445,61552,34893,51807,19093,2190,13189,5855,15683,1291,2977,7708
2018-11-20,122511,64142,32440,3752,25929,22177,3010,3768,15399,1099430720,180494,94528,85966,100510,36114,7648,24708,16139,53680,4131,8050,7631
2018-11-21,101638,54098,34427,3270,13113,9843,2114,1948,5781,1099436501,125842,60083,65759,74207,29283,3681,26487,12657,42276,4838,3662,7726
2018-11-22,71409,29893,31702,1623,9814,8191,1734,1340,5117,1099441618,76898,42399,34499,33646,18686,4099,17861,7291,12483,3400,3481,7924
2018-11-23,122655,47814,22442,2505,52399,49894,2455,13097,34342,1099475960,180406,99270,81136,73369,47559,3146,22574,13567,44403,3169,3888,7804
2018-11-24,127891,69083,25371,4696,33437,28741,2173,7139,19429,1099495389,194584,133784,60800,116640,25395,6628,30975,13330,34395,2653,4459,7797
2018-11-25,115372,41570,24155,3764,49647,45883,2461,11902,31520,1099526909,152341,93445,58896,87548,33868,6142,24262,10779,38534,2915,2562,7862
2018-11-26,73737,26061,26585,2344,21091,18747,1127,3938,13682,1099540591,101671,59894,41777,45551,20635,3495,14249,4781,20687,3714,3514,7735
2018-11-27,111099,57427,19769,2460,33903,31443,941,5992,24510,1099565101,159052,72954,86098,67001,36703,3632,18763,11194,58925,1123,3548,7805
2018-11-28,123723,46845,50909,2908,25969,23061,2653,5543,14865,1099579966,113430,47062,66368,51556,38235,3470,23346,9722,21431,5276,8888,7660
2018-11-29,120884,62330,24705,2639,33849,31210,679,5601,24930,1099604896,133895,89862,44033,72306,23335,5839,32202,11560,14598,3227,5606,7843
2018-11-30,106080,47792,23044,6120,35244,29124,2510,7423,19191,1099624087,96320,51391,44929,49145,21955,6275,30285,8656,26471,2888,4302,7435
2018-12-01,101081,52830,23304,2628,24947,22319,1231,5010,16078,1099640165,148052,86047,62005,61962,35736,5565,23278,9956,30059,1253,3848,7988
2018-12-02,152770,59390,29334,7115,64046,56931,3184,13560,40187,1099680352,186033,111007,75026,95887,34587,4882,43533,12068,44927,3083,6762,7548
2018-12-03,161195,83884,23780,6178,53531,47353,2920,12062,32371,1099712723,188652,89019,99633,110054,43314,12195,31359,22257,56596,2138,4416,7690
2018-12-04,96908,38245,36195,4640,22468,17828,486,3227,14115,1099726838,121230,75543,45687,56519,24945,4981,23472,10507,30502,2470,8705,7891
2018-12-05,142390,55863,20315,2895,66212,63317,3438,16065,43814,1099770652,190063,121042,69021,111752,30239,4527,21932,10179,41642,1201,3110,7849
2018-12-06,100259,45283,37139,3256,17837,14581,2871,2736,8974,1099779626,139115,80783,58332,64659,28799,3601,21978,8771,32704,3980,7861,7764
2018-12-07,149854,55144,25722,7872,68988,61116,2613,13849,44654,1099824280,198754,95195,103559,97812,46612,8024,31135,11705,49214,2911,4802,7615
2018-12-08,121770,63709,18574,5572,39487,33915,1992,6537,25386,1099849666,171054,83303,87751,80974,50847,8520,28550,17624,60911,2614,4349,7890
2018-12-09,137536,55718,23876,4815,57942,53127,2898,10406,39823,1099889489,138981,84735,54246,61133,30002,7841,29738,14948,17071,3423,3902,7915
2018-12-10,132083,64761,18256,3189,49066,45877,3958,11374,30545,1099920034,200211,113143,87068,90021,44828,8209,23092,11460,28303,1902,3998,7616
2018-12-11,113279,47709,29415,5276,36155,30879,2836,5668,22375,1099942409,111089,57107,53982,65614,23290,5129,28035,12532,24414,1757,3633,7722
2018-12-12,59426,21658,42929,2098,-5161,-7259,1598,0,-8857,1099933552,73933,51124,22809,40653,11934,1928,12572,5607,13894,4426,5100,7840
2018-12-13,125267,63486,38078,6367,23703,17336,2097,4114,11125,1099944677,159929,99683,60246,75630,29565,5869,19559,16726,20519,5669,7601,7762
2018-12-14,168087,88316,46970,3600,32801,29201,2704,7259,19238,1099963915,221340,117535,103805,119657,48132,11558,28962,16979,46857,6762,6128,8228
2018-12-15,84504,31097,22208,4964,31199,26235,741,6829,18665,1099982580,82026,50068,31958,35209,12793,3054,23261,5984,11248,1464,2678,7909
2018-12-16,52231,27371,22934,2460,1926,-534,1003,0,-1537,1099981043,78713,41371,37342,33836,19694,3599,10083,5479,21373,2799,2701,7915
2018-12-17,180937,64300,29140,10555,87497,76942,4024,13710,59208,1100040251,285437,155022,130415,121131,59386,3953,44693,12418,83366,2303,6737,7877
2018-12-18,132742,55725,52926,3047,24091,21044,3236,4321,13487,1100053738,182852,100448,82404,102565,37925,6682,33048,12219,61714,2942,13009,7577
2018-12-19,160361,87772,52545,8938,20044,11106,1040,2341,7725,1100061463,153722,93795,59927,79301,27760,12005,30975,19798,24531,5914,6590,8100
2018-12-20,139773,58797,35521,3632,45455,41823,1402,10173,30248,1100091711,196102,103901,92201,114217,41871,4697,22334,13861,69851,2807,5851,8136
2018-12-21,118385,63362,37367,3066,17656,14590,2693,2720,9177,1100100888,137312,84608,52704,58251,28572,3553,29712,12902,27041,4991,9112,7922
2018-12-22,129080,47247,23924,4083,57909,53826,2693,11438,39695,1100140583,179756,77444,102312,76774,47423,2884,25857,7948,50946,1487,4081,8009
2018-12-23,136179,66021,33386,2738,36772,34034,3484,6595,23955,1100164538,173554,104000,69554,77470,36532,9589,32717,11139,39651,2780,5328,7786
2018-12-24,102976,55160,15671,4923,32145,27222,940,5169,21113,1100185651,101440,55802,45638,53194,24829,6701,30123,10765,14722,1106,2075,8002
2018-12-25,50889,26168,25167,1877,-446,-2323,852,0,-3175,1100182476,76883,46362,30521,34732,14145,3900,10550,7144,11286,2643,2736,7723
2018-12-26,119763,57007,23329,5194,39427,34233,758,6657,26818,1100209294,116107,53656,62451,55394,26266,7045,20389,8976,43232,2615,3330,7575
2018-12-27,156199,83488,37570,8947,35141,26194,3607,6129,16458,1100225752,188873,81637,107236,84452,54845,5929,33491,23560,51081,5337,9236,7802
2018-12-28,80649,39384,42085,3346,-820,-4166,1297,0,-5463,1100220289,98336,53000,45336,47133,21620,3013,21213,8358,15654,2708,9532,8035
2018-12-29,78746,34088,17805,3238,26853,23615,644,5258,17713,1100238002,96260,55322,40938,55093,20534,2344,13099,8236,19689,1916,2256,7581
2018-12-30,90901,33476,23314,1849,34111,32262,742,5686,25834,1100263836,141492,83181,58311,84636,31874,4931,26061,6772,23277,2704,5630,7888
2018-12-31,79641,38652,31170,2224,9819,7595,875,1366,5354,1100269190,117890,80532,37358,55620,17872,2882,15479,11060,24469,3643,5544,7646
2019-01-01,49519,25447,23042,2700,1030,-1670,1159,0,-2829,1100266361,71334,45611,25723,32125,14220,2402,10467,6606,13504,2328,4678,7734
2019-01-02,45158,24190,26554,1685,-5586,-7271,603,0,-7874,1100258487,53614,36568,17046,31715,9699,3581,8920,6648,11817,2072,5804,8143
2019-01-03,85147,35776,42055,2131,7316,5185,557,857,3771,1100262258,115654,59952,55702,62859,25900,2023,14938,9184,22409,4941,8648,8076
2019-01-04,168132,89931,38380,6862,39821,32959,3603,6236,23120,1100285378,152818,103565,49253,80272,20638,9757,34459,22591,29323,4272,8106,7863
2019-01-05,64979,31121,28237,3238,5621,2383,1444,203,736,1100286114,84134,51825,32309,47426,13911,2044,10852,5940,22251,3023,5494,7748
2019-01-06,56516,24295,17948,1952,14273,12321,524,2310,9487,1100295601,59975,36673,23302,30242,10672,2317,10408,6163,16374,999,3375,8104
2019-01-07,92921,37899,19539,5049,35483,30434,1762,6403,22269,1100317870,110262,72555,37707,57380,20725,2166,25668,10113,19493,1472,2088,7844
2019-01-08,158396,63683,27082,5272,67631,62359,2582,16605,43172,1100361042,157037,89520,67517,90714,39983,7065,28735,11763,47431,3936,3037,7729
2019-01-09,43625,22016,34833,1198,-13224,-14422,895,0,-15317,1100345725,39982,27966,12016,22444,5608,1433,11198,5987,8501,3438,5907,8341
2019-01-10,61521,25379,19538,2781,16604,13823,768,3550,9505,1100355230,77464,50691,26773,34833,11850,1282,11063,6687,21249,1836,2701,7540
2019-01-11,144127,77661,29268,4602,37198,32596,4110,6695,21791,1100377021,168714,116048,52666,67654,26788,6446,21631,22105,35341,4113,5846,7841
2019-01-12,180422,64728,44327,3921,71367,67446,1440,12873,53133,1100430154,196178,96056,100122,110752,41436,3352,44195,10586,73244,6047,6732,7968
2019-01-13,99447,49014,23005,4066,27428,23362,1905,4538,16919,1100447073,118166,59708,58458,54413,33114,3697,22658,8758,40293,2272,5319,7912
2019-01-14,53500,24994,34217,1133,-5711,-6844,306,0,-7150,1100439923,60413,25008,35405,34243,19911,3701,9654,4243,17811,4442,4717,8000
2019-01-15,87689,32129,25650,4092,29910,25818,1715,4725,19378,1100459301,131250,89517,41733,56236,24404,1777,23383,6671,32091,3434,5627,7986
2019-01-16,91565,46473,42718,2515,2374,-141,1887,0,-2028,1100457273,88616,50925,37691,48621,17202,6824,16972,8196,13211,5990,6043,7864
2019-01-17,54469,26501,24558,2951,3410,459,1518,0,-1059,1100456214,70395,31978,38417,29923,21301,1631,15530,5800,26977,2597,2913,7777
2019-01-18,148874,65284,34826,3612,48764,45152,1185,8195,35772,1100491986,188125,130468,57657,102025,28992,7101,22749,11451,34791,4744,6026,8084
2019-01-19,110101,48174,20899,5925,41028,35103,3051,6637,25415,1100517401,113827,68289,45538,46363,22400,6387,25832,11805,34701,2713,3206,7926
2019-01-20,95211,39428,23483,2362,32300,29938,2041,7237,20660,1100538061,141395,89036,52359,70159,28098,4058,25621,11453,36371,2216,4526,7924
2019-01-21,133948,73205,31205,6540,29538,22998,2937,4305,15756,1100553817,206868,97471,109397,96086,64525,9806,36943,16649,56054,3759,3437,7951
2019-01-22,90845,36934,24114,4207,29797,25590,1958,5964,17668,1100571485,134821,54781,80040,66198,36289,2844,26892,9785,52862,2905,5047,8057
2019-01-23,102642,42929,29153,2868,30560,27692,916,5697,21079,1100592564,125568,57554,68014,71395,32378,2645,24897,11897,47136,2733,5286,7820
2019-01-24,119718,49906,38908,5688,30904,25216,2055,5873,17288,1100609852,136450,57627,78823,61532,34196,4605,31548,8631,46640,3051,7626,7996
2019-01-25,49325,19371,27326,2841,2628,-213,453,0,-666,1100609186,46493,28028,18465,19999,7857,2621,8588,4613,10165,4076,4829,7745
2019-01-26,119764,49444,35337,3745,34983,31238,2348,5328,23562,1100632748,117592,58095,59497,58003,24659,5605,27061,9014,37592,4076,5461,7965
2019-01-27,91055,40488,26485,3528,24082,20554,2225,4122,14207,1100646955,130494,54608,75886,64449,36849,2725,24135,9895,35154,3199,2750,7528
2019-01-28,102975,52864,18037,3729,32074,28345,721,5705,21919,1100668874,94860,41372,53488,55366,23728,5160,16683,13314,29694,1647,2502,7774
2019-01-29,206082,100381,18756,10546,86945,76399,2809,13349,60241,1100729115,281727,138828,142899,113113,62683,9140,50424,23265,109155,2293,2900,7811
2019-01-30,82181,33495,26770,3387,21916,18529,1426,3091,14012,1100743127,75390,50565,24825,39194,10338,4923,15280,7442,19217,2587,3652,7767
2019-01-31,103354,39689,23346,4139,40319,36180,809,8017,27354,1100770481,157980,71884,86096,72010,43388,5431,28449,9899,31298,2540,3219,7813
2019-02-01,56749,23213,42396,1824,-8860,-10684,1163,0,-11847,1100758634,53659,26248,27411,32114,13011,3159,14149,5161,21412,2441,4533,7662
2019-02-02,149824,71168,29503,8440,49153,40713,1752,10350,28611,1100787245,186764,117651,69113,86285,29404,7556,43098,13484,40150,3233,4917,7800
2019-02-03,117155,58924,28805,3827,29426,25599,3378,5681,16540,1100803785,179633,86872,92761,107574,37759,4905,23456,16671,48377,2579,5744,7871
2019-02-04,106020,39732,31785,5988,34503,28515,930,6100,21485,1100825270,116393,75142,41251,54489,21851,2964,20569,9309,31993,3635,7532,7925
2019-02-05,41423,20650,25419,1140,-4646,-5786,875,0,-6661,1100818609,51010,24514,26496,26629,14948,1752,8182,5907,19395,3266,3940,7826
2019-02-06,129826,71253,25260,5882,33313,27431,3060,4796,19575,1100838184,168815,98673,70142,100112,32621,9462,37109,15861,53894,2036,4426,7810
2019-02-07,139005,50118,52973,6314,35914,29600,4148,6750,18702,1100856886,172388,100916,71472,101993,35505,6958,28904,8023,26085,2841,12208,8117
2019-02-08,100701,37542,37754,2830,25405,22575,903,4097,17575,1100874461,123076,73353,49723,50367,28792,2538,19957,9832,34608,2846,9280,7531
2019-02-09,75226,38308,23954,3755,12964,9209,973,2134,6102,1100880563,111524,61208,50316,50540,21367,2298,13904,10598,17164,1279,5512,7588
2019-02-10,99625,44963,23933,2591,30729,28138,1562,5099,21477,1100902040,120461,75132,45329,54850,24686,2422,29587,8647,19012,1396,5817,7895
2019-02-11,69215,35596,30218,1656,3401,1745,468,302,975,1100903015,70626,45343,25283,34214,14067,5257,13289,5995,14200,3203,4545,7985
2019-02-12,137348,56986,19231,3441,61131,57690,1582,15100,41008,1100944023,148005,89142,58863,65790,32099,3586,30726,17034,23906,2762,4190,7931
2019-02-13,126631,55575,42375,2734,28681,25947,1940,5181,18826,1100962849,115226,51332,63894,64124,33428,5056,34040,15609,27230,2451,7982,7949
2019-02-14,269876,116349,32644,7417,120883,113466,2116,21843,89507,1101052356,300607,138017,162590,134578,75021,12081,80950,30922,105605,3866,5728,7810
2019-02-15,60282,32558,30209,2200,-2485,-4685,1676,0,-6361,1101045995,67797,30399,37398,29907,19306,2239,10667,5693,12986,4123,3769,7984
2019-02-16,100665,52731,20546,3819,27388,23569,2798,5641,15130,1101061125,128604,73993,54611,64868,24820,7862,20923,12638,18092,1151,3007,7970
2019-02-17,85322,37638,23631,2594,24053,21459,1028,5505,14926,1101076051,88702,46215,42487,39857,22381,2392,17362,10452,25427,1463,3230,7792
2019-02-18,126271,60104,26800,7336,39367,32031,3139,6023,22869,1101098920,144295,65761,78534,64421,35673,6772,30795,15619,54198,1354,4446,7687
2019-02-19,249301,100560,35077,12378,113664,101286,1346,27146,72794,1101171714,283087,175576,107511,133298,51453,11668,63966,23484,83202,3652,3650,7943
2019-02-20,139500,64551,29386,8260,45563,37303,3922,8200,25181,1101196895,145868,101737,44131,73874,18088,7698,39519,15199,32207,1656,7006,7618
2019-02-21,95059,40782,21568,4780,32709,27929,1935,5533,20461,1101217356,136328,93437,42891,73947,19199,3058,18024,7314,12871,1413,3657,7849
2019-02-22,127600,54959,30136,4139,42505,38366,1246,7902,29218,1101246574,121061,49604,71457,49721,39604,3760,31642,11223,28901,2653,4079,8078
2019-02-23,128767,60277,30398,7360,38092,30732,2885,5350,22497,1101269071,146250,88575,57675,69661,29149,5784,38306,10465,22228,2448,6806,7934
2019-02-24,161436,84953,30849,9678,45634,35956,4258,8313,23385,1101292456,180305,116233,64072,100025,34275,9684,28218,24086,49614,3006,4523,7870
2019-02-25,154194,57838,20230,5284,76126,70842,3396,17794,49652,1101342108,154328,82187,72141,64123,29092,5900,43062,13135,43526,1237,4486,7533
2019-02-26,102272,36820,28212,3870,37240,33370,1452,7463,24455,1101366563,152432,81256,71176,62489,34230,4045,29023,7196,36341,1754,6243,7970
2019-02-27,85180,40347,39011,4969,5822,853,2373,0,-1520,1101365043,107945,70675,37270,51988,20570,4415,18455,7385,26658,2755,7690,7998
